,text,COMMENT_COUNT
1125,I lucky enough sit two sessions watch incredibleness first hand So excited see hear rest tracks massive album,1
1126,Looking forward see u switzerland,1
1127,I cant say enough Just excellence every level involved,1
1128,Hey GroundUP Music NYC I see among pre order options Empire Central CD set available What Blu ray CD option Or maybe DVD CD Will able listen also watch beloved guys performing masterpieces,2
1129,Meghan Markle,1
1130,I love Can wait see guys open Steely Dan Atlanta next week,2
1131,Chi yo,1
1132,Great audio mix Who engineer,2
1133,What sort sick sob places ad middle snarky puppy performance,1
1134,I words describe Thank making value gift hearing Directly Brazil,1
1135,Damn getting older Halt march time dammit I want music end,1
1136,norme un pure bonheur vraiment des musiciens denfers,1
1137,handle groove sheeshhhhh,1
1138,NARD,1
1139,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
1140,My favorite party snarky song Shaun gives playing cause good,1
1141,Oohhhhhhh,1
1142,These adds getting hand YT straight ruin vibe insurance add right middle banger like,1
1143,SHEEEEEESH,1
1144,Best Jazz Fusion,1
1145,excited new album years,1
1146,Love looking forward whole album seeing London October,1
1147,This groooovveessss soo good,1
1148,wait three drummers real I count right,1
1149,Simply best band planet right,1
1150,That artist signature PRS guitar,1
1151,wow wow,1
1152,REST IN PEACE BERNARD WRIGHT,3
1153,snarky puppy made day,1
1154,Please come back Brazil,2
1155,Absolutely huge,3
1156,This makes happy many levels First Snarky Puppy much better great video production Seeing fun real plus music Sencond I looking forward hearing new stuff ever since last album came Third Larnell board big win band favorite drummer I also going see th October year Already saw easily favorite concert I ever I lots Catch live ever get chance Sending love,1
1157,OOOHHHH YESSSS This made day,1
1158,Am I one got NHL vibes,2
1159,Awesome tune Mark Lettieri There something like much mix master process much compression overall dark sound muddy drums missed hits groove cool,1
1160,LOVE live recorded albums I stoked see coming,1
1161,E l vem eles de novo Fantstico,2
1162,One could argue drummers percussionists keyboardists guitarists much But see playing virtuos player FUN friends playing music everyone bringing makes unique The one chord one sound effect play filled technique musical thought also tons JOY They time stop playing clap along cool,1
1163,Damn groove good made yesterday leftover store bought gnocchi taste like finest dish prepared old nonna Francesca beautiful Italian village Absolute chef kiss,1
1164,So much love Tokyo love guys Snarky Puppy,1
1165,When Jameson came back room okay groove literally never ending Best I ever spent,2
1166,QUE BANDA QUE SOM,1
1167,I explain hyped I album,1
1168,Guys This fanfabulous The composition great You play funky mother And production amazing every little detail stands grittyness livetrack completely contained Wow And video production also got big notch The lighting grading sooo tasty Good job everyone Cant wait rest drop Con grats All best Per,1
1169,Os melhores,1
1170,Seeing Nard joyous self end made tear He special us Dallas Im glad I able meet first time one recording sessions,1
1171,much funk much funk one music artist composer another fire,1
1172,Love watching everyone crowd subdivides beat differently hah,1
1173,Welcome back,1
1174,All I want life one people sitting studio,1
1175,Outstanding always guys thank posting,1
1176,Back live recording sessions Yeah Great tune great arrangements great groove Congrats Mark Lettieri I almost forgot one thing Great mix,1
1177,Oh god How even possible give life deep powerful groovy music This insane pure joy heart pure shaking booty And I supposed without Ukrainian invasion Thank music,1
1178,Soooo good,1
1179,The chords vibe,1
1180,I love good half minute swamp monster intro funkiest shit I ever heard,1
1181,When everyone jamming guitar center plays song,1
1182,Simplesmente uma obra de arte,1
1183,Loved seeing great late Nard end Thank,1
1184,Vamooooooo Snarkyyyyy,1
1185,What mind bending yet thoroughly enjoyable composition Definitely need get album,1
1186,holy fuck felt song soul,1
1187,I probably alone I think electric guitar tone texture work For interesting composition kudos Mark guitar sounds generic The lead tone pulls vibe almost instantly,1
1188,Oh man low end kicks amazing feeling,1
1189,What piece art Love Gonna discovering new things many many listens,1
1190,Bruh brought ALL drummers one,1
1191,Lingus vibes without crazy solo,1
1192,holy shit man blessed soul waiting patiently album guys edit one compare tune good man deliver best blessed album tell friends since I think exact form could wrong dunno You see far pups come since back,1
1193,Chris bass clarinet gave chills another level depth Bravo Snarky Puppy,1
1194,The data projects half jazz drummers US Snarky Puppy,1
1195,I feel like I slinked around haunted forest dove swamp viscous water thorny roots grappled ancient beast returned triumphant funky elf like people Awesome song,1
1196,ofc mark wrote one LMAOOO banger,1
1197,Ohhhh back back back,1
1198,,1
1199,This simply masterpiece A party celebration life form music Snarky Puppy Brazil loves,1
1200,Who expecting pure joyousness,1
1201,So glad bringing us live recordings dynamic group incredible,1
1202,Not one wasted note rest Stunning My heart pounding chest listening,2
1203,What time signature,1
1204,,1
1205,Watching Im getting shivers spine Thats Snarky Puppy Groovy juicy tasty nasty,2
1206,This clearly new show ender along shofukan chonks I love much,1
1207,wow,1
1208,Seeing Snarky Puppy tonight Steely Dan Had tickets concert Tulsa years ago ended call missed Threatened wife I going fly Dublin hear live next tour date I hate Steve Winwood dropped tour Steely Dan Snarky Puppy,1
1209,Just insane,1
1210,I want see picture mixing table used Impressive stuff congrats mixing recording staff,1
1211,I RERERERE watched lingus yesterday TODAY new Snarky material Lucky people witnessing,1
1212,Never knew Bruce Banner The Hulk played guitar,1
1213,Wish Cory Henry,1
1214,Thank God im alive see,1
1215,This song fucking everything Like everything wanted What fuck,1
1216,Simply incredible,1
1217,The groove thick generated black hole That even make sense I swear happened,1
1218,Einfach wunderschn,1
1219,Bark bark woof woof,1
1220,Why every man audience look like clone,1
1221,slapped sick solos healthy Groove set way rock Snarky Puppy thanks another banger come back,1
1222,This banger,2
1223,Wow I loved I recently discovered Snarky Puppy fell love We like glad see new upload I hope plenty coming,1
1224,omg please tell Bill gonna use Osmose one tracks,1
1225,nice Glasper cameo,1
1226,Awesome What time one though,1
1227,And went straight Church end,1
1228,Was nice see Mark stepping Cory Wong,1
1229,Blissful,1
1230,fliping estoy flipando,1
1231,What trip This insane,1
1232,Gentlemen nasty I waiting drop smh Yall smashed Can wait rest album letsgetit,1
1233,Dude mix insane The guitar talkbox doubling subtle perfect everyone comes right need Props engineers classic Snarky Puppy song already,1
1234,That groove NASTYYYYY,1
1235,Strong feeling Miles,1
1236,This absolutely phenomenal Puts smile face,1
1237,Yes please,1
1238,back live recordings feels good,1
1239,Anywhere anyplace world anybody find gold life move give everyone meet love Im indescribably joyful found many many many thanks pure awesomeness Snarky Puppy,1
1240,make space couple D,1
1241,I felt Shaun,1
1242,Excellent,1
1243,Sounds great dudes It pleasure hearing new stuff Woodlands last week Looking forward new album,1
1244,Awww yeah Theyve back,1
1245,Snarky puppy The art bringing musicians room everyone knows place mix Amazing production recording,1
1246,Lets goooooooo,1
1247,Thanks God exists,1
1248,Bernard,1
1249,More people need hear Absolutely mindblowing organization creativity goes projects,1
1250,freakin good,1
1251,So good,1
1252,This pure musical exploration best Love Snarky Puppy always forever,1
1253,Michael League time upgrade better bass man cant hear mix,1
1254,Shaun Martin,1
1255,This track groove double vinyl You hip cats swell,1
1256,This first time I heard Mike play slap bass Also horn lines insane Beautiful song Mark,1
1257,jesus christ Mark,1
1258,This track might best Dolby Atmos spatial audio mix I ever heard Apple Music sure check I super hyped album,1
1259,I like part Also doubt add EVERYONE band This absolutely phenomenal,1
1260,Increblemente mgico como siempre,1
1261,That whole intro section absolute atmosphere,1
1262,I love fuggin band much,1
1263,Man great thing see pop cap Birthday Insanely groovy vibes always looking forward September,1
1264,The groove one deeper wherever pennies get lost inside couch Heck yeah,1
1265,yooooooo I early one gotta love jazz fusion,1
1266,Ce ta doido vei brabissimos,1
1267,It Mark gets one solo,2
1268,Been listening guys lot lately I hyped new music,1
1269,The best music,2
1270,It long since weve graced one videos,1
1271,Simply phenomenal,1
1272,Follow orquestrapopular,2
1273,And world made right even minutes Ill take,1
1274,music always help gain focus calm especially I studying THANK YOU,1
1275,C MON BILL,1
1276,amazing So good,1
1277,Being able sit insane waiting months hear hard thankful moment right,1
1278,Wow huge group jazz funk superstars You guys always make day,1
1279,Making Snarky live video definitely bucket list item checked,1
1280,Awwww yea Mark song single night I show fuck yeeaaaaaaa,1
1281,RIP Dave Smith,1
1282,Holy shit,1
1283,ROOTS,1
1284,awesome,1
1285,I aspire live life like man,2
1286,This vibe,1
1287,Thank god new snarky puppy I breathe,1
1288,SLAPS,1
1289,win I listen instead Binky mornings What groovy way start weekends Love guys Hi Shaun All way,1
1290,So excited proud patron labellove guys much,1
1291,Love bottom guy reaction Reacted way,1
1292,Seeing guys Cincinnati week Can wait As former drummer still trying wrap head around two drum sets work together,2
1293,Thank wonderful track I foresee many many views future One best musical groups planet,1
1294,Ear responsable Ear radiant Irresistable Irrecusable,1
1295,THIS FEELS TO GOOD YIKES,1
1296,Super excited first video drop Empire Central Amazing courageous Mark Lettieri composition Any tune starts Bass Clarinet set texture winner book Can wait drops Empire Central,1
1297,Back roots live album recording Today I feel lucky alive,2
1298,nice,1
1299,Was expecting go Hans Zimmer I SO happy,1
1300,Watching yall show kc yall killing lol,2
1301,Yess sirrr,2
